0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.28507167	0.00000000	0.32793055	0.00000000	-0.00000000	0.00000000	4.98049590	5.03514170	0.00000000	0.00016133	0.55373184
0.00056759	0.27168993	0.15148200	0.08862122	0.00095821	0.07523596	0.26861040	0.00597697	0.32502745	-0.00001444	-0.00000091	0.00000001	4.69475240	4.87819960	0.00030800	0.00016148	0.56139074
0.00125247	0.59952407	0.33704598	0.19474306	0.00446486	0.16017362	0.25041674	0.01331234	0.32419287	-0.00016676	-0.00000446	0.00000006	4.44707870	4.69040120	0.00139464	0.00016456	0.57065530
0.00205104	0.98178063	0.55721670	0.31817192	0.01138291	0.25189751	0.23111342	0.02203656	0.32598876	-0.00078323	-0.00001226	0.00000026	4.26055860	4.47355980	0.00344822	0.00018204	0.58122966
0.00295990	1.41682760	0.81257005	0.45906108	0.02239165	0.34750629	0.21126452	0.03217323	0.33010348	-0.00249656	-0.00002662	0.00000079	4.13971510	4.22925030	0.00657450	0.00023968	0.59250797
0.00397581	1.90311630	1.10345250	0.61746115	0.03792859	0.44431690	0.19167572	0.04370991	0.33523422	-0.00634322	-0.00005081	0.00000188	4.07139820	3.95834740	0.01080534	0.00037822	0.60347859
0.00509570	2.43918090	1.42957560	0.79259638	0.05816500	0.53991544	0.17355670	0.05655464	0.33912451	-0.01378904	-0.00008905	0.00000379	4.02451850	3.66051130	0.01611553	0.00064501	0.61266603
0.00631667	3.02363050	1.78951860	0.98200882	0.08301408	0.63225341	0.15850311	0.07048714	0.33917732	-0.02661157	-0.00014592	0.00000675	3.95931480	3.33424330	0.02244922	0.00107464	0.61821801
0.00763597	3.65514430	2.18026470	1.18099090	0.11216736	0.71972149	0.14811667	0.08512871	0.33348129	-0.04659245	-0.00022522	0.00001096	3.84592670	2.97833860	0.02975510	0.00166153	0.61819141
0.00905096	4.33246440	2.59694700	1.38271250	0.14515038	0.80121059	0.14330504	0.09995672	0.32170766	-0.07507129	-0.00032848	0.00001649	3.68154640	2.59483440	0.03801900	0.00233329	0.61098100
0.01055914	5.05439140	3.03296820	1.57916580	0.18138645	0.87612189	0.14373716	0.11437074	0.30531600	-0.11251896	-0.00045387	0.00002338	3.49177410	2.19198140	0.04726714	0.00293706	0.59576007
0.01215813	5.81978440	3.48053140	1.76257950	0.22025649	0.94431476	0.14801874	0.12778873	0.28695105	-0.15832380	-0.00059622	0.00003153	3.31445060	1.78498780	0.05753156	0.00324844	0.57272027
0.01384565	6.62755690	3.93145260	1.92674050	0.26114445	1.00599610	0.15442638	0.13973672	0.26939899	-0.21088560	-0.00074826	0.00004076	3.17916440	1.39349880	0.06879763	0.00300482	0.54301825
0.01561953	7.47667170	4.37802400	2.06778270	0.30346354	1.06159680	0.16152179	0.14990389	0.25463645	-0.26796579	-0.00090261	0.00005084	3.09606590	1.03697340	0.08097034	0.00195632	0.50847500
0.01747772	8.36613800	4.81370590	2.18431850	0.34666615	1.11165430	0.16835583	0.15815503	0.24339115	-0.32713833	-0.00105343	0.00006149	3.05734080	0.73029565	0.09387114	-0.00007705	0.47116197
0.01941822	9.29500700	5.23351430	2.27705400	0.39024448	1.15672560	0.17440618	0.16450882	0.23531585	-0.38618464	-0.00119694	0.00007244	3.04583280	0.48140034	0.10726027	-0.00315532	0.43302742
0.02143915	10.26237100	5.63410190	2.34814570	0.43372999	1.19733850	0.17944424	0.16909772	0.22951858	-0.44334032	-0.00133078	0.00008345	3.04380630	0.29126864	0.12086932	-0.00718757	0.39565722
0.02353868	11.26736400	6.01360230	2.40053000	0.47669589	1.23395910	0.18341744	0.17212384	0.22506204	-0.49738165	-0.00145263	0.00009425	3.03799970	0.15555378	0.13443064	-0.01192769	0.36017503
0.02571509	12.30915500	6.37134430	2.43737630	0.51876262	1.26698720	0.18636973	0.17382035	0.22123161	-0.54759102	-0.00155954	0.00010456	3.02093130	0.06677029	0.14770149	-0.01699735	0.32726364
0.02796671	13.38695000	6.70753560	2.46171580	0.55960465	1.29675930	0.18839242	0.17442280	0.21758720	-0.59365847	-0.00164906	0.00011412	2.98992710	0.01625255	0.16047973	-0.02192988	0.29724615
0.03029195	14.49998300	7.02297020	2.47623460	0.59895543	1.32355630	0.18959568	0.17415052	0.21390697	-0.63556571	-0.00172155	0.00012288	2.94541520	-0.00447089	0.17261071	-0.02622412	0.27018498
0.03268928	15.64752300	7.31879400	2.48319390	0.63660937	1.34761700	0.19009270	0.17319654	0.21010891	-0.67348160	-0.00178109	0.00013096	2.88941160	-0.00290904	0.18398947	-0.02939749	0.24597537
0.03515722	16.82886300	7.59633130	2.48442890	0.67242024	1.36914920	0.18999089	0.17172391	0.20618633	-0.70768040	-0.00183321	0.00013862	2.82446560	0.01469744	0.19455747	-0.03102996	0.22441681
0.03769437	18.04333000	7.85696500	2.48139040	0.70629664	1.38833820	0.18938795	0.16986611	0.20216629	-0.73848462	-0.00188173	0.00014610	2.75306440	0.04339037	0.20429536	-0.03079465	0.20526359
0.04029936	19.29027300	8.10205890	2.47520420	0.73819529	1.40535370	0.18837039	0.16772987	0.19808666	-0.76622757	-0.00192817	0.00015340	2.67736690	0.07936078	0.21321478	-0.02847401	0.18825767
0.04297089	20.56906700	8.33291250	2.46673340	0.76811338	1.42035850	0.18701322	0.16539907	0.19398447	-0.79123097	-0.00197357	0.00016019	2.59912060	0.11975992	0.22135041	-0.02396318	0.17314951
0.04570771	21.87911300	8.55073660	2.45663380	0.79608058	1.43350870	0.18538026	0.16293880	0.18989112	-0.81379313	-0.00201904	0.00016594	2.51967520	0.16250599	0.22875075	-0.01726288	0.15970761
0.04850861	23.21982900	8.75664340	2.44540290	0.82215145	1.44495810	0.18352417	0.16039899	0.18583246	-0.83418363	-0.00206343	0.00017004	2.44004810	0.20610994	0.23547218	-0.00846508	0.14772420
0.05137241	24.59065800	8.95164560	2.43341710	0.84639881	1.45485750	0.18148698	0.15781771	0.18182993	-0.85264220	-0.00210129	0.00017201	2.36099250	0.24953167	0.24157154	0.00226562	0.13701579
0.05429799	25.99106200	9.13666080	2.42096260	0.86890816	1.46335270	0.17930398	0.15522381	0.17790097	-0.86937997	-0.00212479	0.00017166	2.28307580	0.29206778	0.24710286	0.01471204	0.12742247
