0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.26740512	0.00000000	0.31636974	0.00000000	-0.00000000	0.00000000	2.46008280	4.37732920	0.00000000	0.00014025	0.61570166
0.00145533	0.36134180	0.22432234	0.11399181	0.00164360	0.09267777	0.24596970	0.00846937	0.31533864	-0.00003356	-0.00001268	-0.00000001	2.29732870	4.16665400	0.00044682	0.00014067	0.62589687
0.00312698	0.77639338	0.48652136	0.24478807	0.00715661	0.18996910	0.22400067	0.01840790	0.31698296	-0.00035715	-0.00005962	-0.00000008	2.17726740	3.92849760	0.00188980	0.00014827	0.63751929
0.00500849	1.24354940	0.78730683	0.39269067	0.01719491	0.28897934	0.20207172	0.02984673	0.32099438	-0.00156012	-0.00015487	-0.00000038	2.10102170	3.66519900	0.00444435	0.00018669	0.65006703
0.00709372	1.76128820	1.12718480	0.55784197	0.03210772	0.38712335	0.18085923	0.04275298	0.32596605	-0.00464867	-0.00031209	-0.00000112	2.05845710	3.37850680	0.00821184	0.00030196	0.66255035
0.00937687	2.32816680	1.50603930	0.73943336	0.05194139	0.48222053	0.16144767	0.05697212	0.32987187	-0.01106694	-0.00054245	-0.00000245	2.03332720	3.06917400	0.01331511	0.00055983	0.67353290
0.01185242	2.94281930	1.92263470	0.93499251	0.07647815	0.57255427	0.14530961	0.07218860	0.33066248	-0.02256859	-0.00085178	-0.00000436	2.00801130	2.73732380	0.01990867	0.00103297	0.68120101
0.01451517	3.60394880	2.37415170	1.14005470	0.10529815	0.65692826	0.13399904	0.08793602	0.32710154	-0.04092503	-0.00123742	-0.00000662	1.97130770	2.38413570	0.02816111	0.00177981	0.68364335
0.01736015	4.31032320	2.85592260	1.34847840	0.13785199	0.73468288	0.12849397	0.10366039	0.31915912	-0.06753923	-0.00168609	-0.00000894	1.92221570	2.01435540	0.03821072	0.00282057	0.67921780
0.02038262	5.06076810	3.36148130	1.55328180	0.17352999	0.80565772	0.12860089	0.11880679	0.30789335	-0.10310062	-0.00217503	-0.00001135	1.86824330	1.63812780	0.05010876	0.00411703	0.66690197
0.02357809	5.85416540	3.88295910	1.74767930	0.21171871	0.87010394	0.13300390	0.13289448	0.29495965	-0.14739679	-0.00267774	-0.00001439	1.81984040	1.27080210	0.06377093	0.00556243	0.64650638
0.02694227	6.68945180	4.41173840	1.92596830	0.25183868	0.92854889	0.13994577	0.14556259	0.28203026	-0.19933437	-0.00317243	-0.00001902	1.78492750	0.93053681	0.07895517	0.00698653	0.61868109
0.03047107	7.56561180	4.93921160	2.08408180	0.29336315	0.98165686	0.14788650	0.15658603	0.27034142	-0.25713865	-0.00364912	-0.00002625	1.76613490	0.63470601	0.09527256	0.00817845	0.58475714
0.03416059	8.48167670	5.45748950	2.21976440	0.33582200	1.03010440	0.15576268	0.16586903	0.26048639	-0.31865836	-0.00411081	-0.00003661	1.76102100	0.39653786	0.11223102	0.00892510	0.54647978
0.03800709	9.43671870	5.95992880	2.33243530	0.37879622	1.07448920	0.16296036	0.17342424	0.25247462	-0.38168393	-0.00456709	-0.00004992	1.76416570	0.22308468	0.12929631	0.00905838	0.50571582
