% Filename : LM_Couette_R0093_100PI_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 64
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent Couette flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Extreme-scale motions in turbulent plane Couette flows, 
%    2018, Journal of Fluid Mechanics, vol. 842, pp. 128-145 
% 
% The paper can be found at http://doi.org/10.1017/jfm.2018.131 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 3072 
%  Grid (wall-normal)      ny = 128 
%  Grid (spanwise)         nz = 288 
%  Streamwise domain size  Lx = 100pi 
%  Spanwise domain size    Lz = 5pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 6.66667e-04 
%  channel half width   delta = 1.000 
%  Velocity at wall    U_mean = (+/-) 1.000 
%  Friction vel         u_tau = 6.19417e-02 
%  Re_tau              Re_tau =   92.913 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 3/7/2018.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Couette_R0093_100PI_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    1.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
    4.814781378392752e-05    4.473535515368329e-03    4.473535515307076e-03    9.999999999186289e-01    1.548034454535846e-07   -6.840038209023698e-14
    2.407066139520353e-04    2.236466210347310e-02    2.236466203545894e-02    9.999999877392162e-01    7.739129113089946e-07   -4.249568155808983e-11
    6.738422300787139e-04    6.260839093421923e-02    6.260838667370625e-02    9.999997268867222e-01    2.166518247069098e-06   -2.578128814918883e-09
    1.443558326269967e-03    1.341246659724782e-01    1.341245753607599e-01    9.999972887729000e-01    4.641283932043253e-06   -5.312797160057504e-08
    2.645631688031891e-03    2.458123513168804e-01    2.458113194396926e-01    9.999831303772673e-01    8.506078020542344e-06   -5.792636514843281e-07
    4.375547662071155e-03    4.065432327479079e-01    4.065354231473301e-01    9.999226294586532e-01    1.406734778928587e-05   -4.126798444280630e-06
    6.728435792545118e-03    6.251560375286207e-01    6.251117517394423e-01    9.997139525587913e-01    2.162806979539397e-05   -2.159725716771177e-05
    9.750857883363828e-03    9.059769409737694e-01    9.057785083829588e-01    9.991137219954868e-01    3.132703382142604e-05   -8.757240684524359e-05
    1.344077661230325e-02    1.248816650307437e+00    1.248089077742576e+00    9.976410932692463e-01    4.312622321390846e-05   -2.856771169767795e-04
    1.779570471808556e-02    1.653444067774858e+00    1.651179349783247e+00    9.944662704943635e-01    5.694405476776582e-05   -7.804945405090631e-04
    2.281270667696611e-02    2.119586446418365e+00    2.113425823857622e+00    9.883305684902620e-01    7.262583997411915e-05   -1.845912718344233e-03
    2.848840068147995e-02    2.646929573927749e+00    2.631966370914787e+00    9.775643549881045e-01    8.991054415038638e-05   -3.878280844506099e-03
    3.481896092001469e-02    3.235117984441154e+00    3.202151086281827e+00    9.602683299841219e-01    1.083976179822951e-04   -7.386563041896092e-03
    4.180012015567314e-02    3.883755198153751e+00    3.817075516949010e+00    9.346701947551362e-01    1.275137213519528e-04   -1.295939950339204e-02
    4.942717260268714e-02    4.592403988572638e+00    4.467398268265264e+00    8.995754981803211e-01    1.464824741272375e-04   -2.121656036460725e-02
    5.769497709844340e-02    5.360586677237812e+00    5.141607119405126e+00    8.547559641142725e-01    1.643197795064365e-04   -3.275603987431827e-02
    6.659796056898437e-02    6.187785455710644e+00    5.826766319802442e+00    8.011209128214821e-01    1.798963624122551e-04   -4.810672650335385e-02
    7.613012178564638e-02    7.073442734612656e+00    6.509610300459609e+00    7.406032746140386e-01    1.920933826328298e-04   -6.769175671401705e-02
    8.628503541030430e-02    8.016961519479471e+00    7.177729840701838e+00    6.758076601177970e-01    2.000126923134653e-04   -9.180254048788529e-02
