% Filename : LM_Couette_R0093_100PI_vel_fluc_prof.dat 
% 
% Description : Variance and covariance of velocity components 
% 
% Total number of data points  : 64
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent Couette flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Extreme-scale motions in turbulent plane Couette flows, 
%    2018, Journal of Fluid Mechanics, vol. 842, pp. 128-145 
% 
% The paper can be found at http://doi.org/10.1017/jfm.2018.131 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 3072 
%  Grid (wall-normal)      ny = 128 
%  Grid (spanwise)         nz = 288 
%  Streamwise domain size  Lx = 100pi 
%  Spanwise domain size    Lz = 5pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 6.66667e-04 
%  channel half width   delta = 1.000 
%  Velocity at wall    U_mean = (+/-) 1.000 
%  Friction vel         u_tau = 6.19417e-02 
%  Re_tau              Re_tau =   92.913 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 3/7/2018.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      u'u'    : Variance of u 
%      v'v'    : Variance of v 
%      w'w'    : Variance of w 
%      u'v'    : Covariance of u and v 
%      u'w'    : Covariance of u and w 
%      v'w'    : Covariance of v and w 
%       k      : Turbulent kinetic energy, k = 0.5*(u'u' + v'v' + w'w')
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Couette_R0093_100PI_vel_fluc_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** u'w' and v'w' should be zero due to (statistical) symmetries in the flow. 
%     These are reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                    u'u'                     v'v'                     w'w'                     u'v'                     u'w'                     v'w'                       k            
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    1.425068150227311e-35    0.000000000000000e+00    8.830598195587062e-40    0.000000000000000e+00    7.125340751136554e-36
    4.814781378392752e-05    4.473535515368329e-03    3.452611444956582e-06    6.840038209023698e-14    1.528712259208198e-06   -9.953274406688400e-11    6.245784293237839e-10   -1.272038369923319e-14    2.490661886282581e-06
    2.407066139520353e-04    2.236466210347310e-02    8.625131728007466e-05    4.249568155808983e-11    3.803384950528658e-05   -1.245808098267655e-08    1.562230655793198e-08   -1.597232231372543e-12    6.214260464052141e-05
    6.738422300787139e-04    6.260839093421923e-02    6.752324205353793e-04    2.578128814918883e-09    2.950253711321387e-04   -2.743622344003175e-07    1.226426653034870e-07   -3.541362789199937e-11    4.851301848981665e-04
    1.443558326269967e-03    1.341246659724782e-01    3.093359873337860e-03    5.312797160057504e-08    1.329568400713477e-03   -2.715371143575455e-06    5.645820822541699e-07   -3.541642113154068e-10    2.211490701011469e-03
    2.645631688031891e-03    2.458123513168804e-01    1.036303288622631e-02    5.792636514843281e-07    4.341326185311131e-03   -1.688225416984767e-05    1.905147009235759e-06   -2.229161927038877e-09    7.352469167594463e-03
    4.375547662071155e-03    4.065432327479079e-01    2.824937682918445e-02    4.126798444280630e-06    1.140570045064905e-02   -7.740558842289310e-05    5.243529017038573e-06   -1.032508696935821e-08    1.982960203913889e-02
    6.728435792545118e-03    6.251560375286207e-01    6.652231777644263e-02    2.159725716771177e-05    2.554951025863315e-02   -2.861301381201514e-04    1.249127136133694e-05   -3.826875315072565e-08    4.604671264612175e-02
    9.750857883363828e-03    9.059769409737694e-01    1.390310153354294e-01    8.757240684524359e-05    5.011048857978210e-02   -8.864507191874610e-04    2.643500144039724e-05   -1.173678324200017e-07    9.461453816102838e-02
    1.344077661230325e-02    1.248816650307437e+00    2.626122228076375e-01    2.856771169767795e-04    8.771684407849044e-02   -2.359235424691832e-03    5.053185569055973e-05   -3.043887965444988e-07    1.753073720015524e-01
    1.779570471808556e-02    1.653444067774858e+00    4.567041871396125e-01    7.804945405090631e-04    1.398641706686197e-01   -5.534307605235309e-03    8.874214312222033e-05   -6.850721692884256e-07    2.986744261743706e-01
    2.281270667696611e-02    2.119586446418365e+00    7.415457472861074e-01    1.845912718344233e-03    2.065979160339582e-01   -1.167038255165016e-02    1.449771292507039e-04   -1.369496400264711e-06    4.749947880192049e-01
